"FRS Link CSV","Cleanup Name","Location Address","City Name","State Code","Postal Code","County Name","EPA ID","Brownfields Link CSV","RCRA Link CSV","Superfund Link CSV","ECHO Link CSV","Response Link CSV","Map Site CSV"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000332319","RUETGERS ORGANICS CO/STATE COLLEGE","201 STRUBLE ROAD","STATE COLLEGE","PA","16801","CENTRE","PAD000436261","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300444","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.823611 -77.808331"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000338554","METACHEM PRODUCTS LLC","745 GOVERNOR LEA ROAD","NEW CASTLE","DE","19720","NEW CASTLE","DED041212473","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300058","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.599581 -75.635831"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000395199","HONEYWELL INTERNATIONAL INC","3330 SOUTH 3RD STREET","IRONTON","OH","45638","LAWRENCE","OHD043730217","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504336","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.5057 -82.658"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000425736","KURT MANUFACTURING CO - MAIN STREET","5280 MAIN STREET NORTHEAST","FRIDLEY","MN","55421","ANOKA","MND059680165","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0503786","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:45.064411 -93.268361"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000457014","VAN DER HORST USA CORPORATION","419 E. GROVE ST.","TERRELL","TX","75160","KAUFMAN","TXD007357932","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606869","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.734167 -96.273889"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000470204","ON SEMICONDUCTOR SCI LLC","5005 EAST MCDOWELL ROAD","PHOENIX","AZ","85008","MARICOPA","AZD009004177","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900517","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.461669 -111.9708"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000609609","BROWN & BRYANT","600 S DERBY ST","ARVIN","CA","93203","KERN","CAD052384021","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901425","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.203061 -118.822"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000616174","APPLIED ENVIRONMENTAL SERVICES","1 SHORE ROAD","GLENWOOD LANDING","NY","11547","NASSAU","NYD980535652","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0202121","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.823054 -73.646693"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000620356","LANGLEY AIR FORCE BASE/NASA LANGLEY RESEARCH CENTER","37 SWEENEY BLVD","HAMPTON","VA","23665","HAMPTON","VA2800005033","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303768","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.069999 -76.358611"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000700983","BLUE RIDGE PLATING CO INC","171 GLENN BRIDGE RD","ARDEN","NC","28704","BUNCOMBE","NCD044447589","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0406895","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.462372 -82.528358"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000702099","DEFENSE DEPOT MEMPHIS","2163 AIRWAYS BLVD","MEMPHIS","TN","38114","SHELBY","TN4210020570","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404159","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.093333 -90.003333"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000573317","ELKHART N. MAIN ST. WATERTREATMENT PLANT","921 N MAIN ST","ELKHART","IN","46514","ELKHART","IND980794358","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501813","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.696389 -85.979161"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000817821","DRAKE CHEMICAL SUPERFUND SITE","180 MYRTLE STREET","LOCK HAVEN","PA","17745","CLINTON","PAD003058047","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300701","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.129169 -77.443611"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000832699","PIPER AIRCRAFT INC","2926 PIPER DRIVE","VERO BEACH","FL","32960","INDIAN RIVER","FLD004054284","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400512","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:27.647499 -80.415555"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000850632","US DOE MOUND FACILITY","1 MOUND ROAD","MIAMISBURG","OH","45342","MONTGOMERY","OH6890008984","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504935","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.6264 -84.2862"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000868507","ROCKY MOUNTAIN ARSENAL","6550 GATEWAY RD","COMMERCE CITY","CO","80022","ADAMS","CO5210020769","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22CO5210020769%22","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800357","https://echo.epa.gov/detailed-facility-report?fid=110000868507","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.833398 -104.842445"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000869187","AIRCO PLATING CO INC","3650 NORTHWEST 46TH STREET","MIAMI","FL","33142","MIAMI-DADE","FLD004145140","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400561","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:25.8152 -80.2559"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002530529","LANDIA CHEMICAL CO","1405 W OLIVE ST","LAKELAND","FL","33815","POLK","FLD042110841","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400627","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:28.039444 -81.979167"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002537844","FLORIDA AERO PRECISION INC","210 NEWMAN RD","LAKE PARK","FL","33403","PALM BEACH","FLD091471904","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400785","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:26.795278 -80.073889"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002665660","ALARK HARD CHROME","2777 MAIN ST","RIVERSIDE","CA","92501","RIVERSIDE","CAD098229214","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901694","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.991886 -117.367186"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002923007","FRONTIER FERTILIZER","4303 4309 SECOND ST","DAVIS","CA","95616","YOLO","CAD071530380","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901554","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.552588 -121.703615"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000907653","MATHER AIR FORCE BASE..","MATHER FIELD ROAD","MATHER","CA","95655","SACRAMENTO","CA8570024143","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902793","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.55695 -121.2972"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000908466","EDWARDS AIR FORCE BASE","5 EAST POPSON AVENUE","EDWARDS","CA","93523","KERN","CA1570024504","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902725","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.949439 -117.8857"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001070073","GENTLE CLEANERS OF SOUDERTON INC","162 N MAIN ST","SOUDERTON","PA","18964","MONTGOMERY","PAD096834494","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301156","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.3108 -75.3252"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001087804","BOARHEAD FARMS PUBLIC ADMIN","1310 LONELY COTTAGE ROAD","UPPER BLACK EDDY","PA","18972","BUCKS","PAD047726161","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300963","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.545831 -75.125"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001137494","HELENA CHEMICAL CO. LANDFILL","HIGHWAY 321 SOUTH","FAIRFAX","SC","29827","ALLENDALE","SCD058753971","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403309","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.9412 -81.239"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001148026","FACET ENTERPRISE","RTE 14","ELMIRA","NY","14903","CHEMUNG","NYD073675514","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201604","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.1325 -76.829169"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001165239","MADISONVILLE WOOD PRESERVING, CO INC","1421 HWY 22 W","MADISONVILLE","LA","70447","ST TAMMANY","LAD981522998","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0600653","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.427222 -90.198611"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001535134","KIN BUC INC SLF","383 MEADOW RD","EDISON","NJ","08837","MIDDLESEX","NJD049860836","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200346","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.4891 -74.3785"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001767268","SPECTRON INC.","111 PROVIDENCE ROAD","ELKTON","MD","21921","CECIL","MDD000218008","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300192","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.691249 -75.877778"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110001829512","OTT/STORY/CORDOVA CHEMICAL CO.","500 AGARD RD","NORTH MUSKEGON","MI","49445","MUSKEGON","MID060174240","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502566","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.303331 -86.256669"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002040201","US DOE OAK RIDGE NATIONAL LAB","1 BETHEL VALLEY ROAD","OAK RIDGE","TN","37830","ANDERSON","TN1890090003","","https://obipublic11.epa.gov/analytics/saw.dll?PortalPages&Action=Navigate&PortalPath=/shared/CIMC/_portal/CIMC&Page=RCRA+Profile+Page&col1=RCRA_PROFILE_FINAL.HANDLER_ID&val1=%22TN1890090003%22","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404152","https://echo.epa.gov/detailed-facility-report?fid=110002040201","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.924719 -84.390139"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002097481","RENTOKIL, INC. (VIRGINIA WOOD PRESERVING DIVISION)","3000 PEYTON ST.","RICHMOND","VA","23228","HENRICO","VAD071040752","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302607","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.635831 -77.503611"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110002146703","FORMER NAS ALAMEDA","250 MALL SQUARE CODE 015","ALAMEDA","CA","94501","ALAMEDA","CA2170023236","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902731","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:37.788889 -122.33"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110004961676","WALKER MACHINE PRODUCTS, INC.","459 WASHINGTON STREET","COLLIERVILLE","TN","38017","SHELBY","TNN000410124","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410124","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.041589 -89.653469"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110004982662","CUSTOM CLEANERS INC","3517 SOUTHERN","MEMPHIS","TN","38111","SHELBY","TNN000402275","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402275","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:35.115114 -89.945"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110005185478","RIVER CITY METAL FINISHING","12040 POTRANCO ROAD","SAN ANTONIO","TX","78253","BEXAR","TXN000606915","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0606915","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:29.430489 -98.731875"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110005344323","CENTRALIA MUNICIPAL LANDFILL","1313 SOUTH TOWER AVENUE","CENTRALIA","WA","98531","LEWIS","WAD980836662","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001030","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:46.696669 -122.9633"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110005443109","N.W. MAUTHE CO., INC.","725 S OUTAGAMIE ST","APPLETON","WI","54914","OUTAGAMIE","WID083290981","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505061","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.25555 -88.43"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110005660695","MRI SUPERFUND SITE","9220 STANNUM ST","TAMPA","FL","33619","HILLS","FLD088787585","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400779","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:27.96 -82.355833"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110005989038","CHEM-SOLV, INC.","RD 4 176-A N DUPONT HIGHWAY","DOVER","DE","19901","KENT","DED980714141","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.2216 -75.5764"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110006093510","AMERICAN THERMOSTAT CO.","RTE 23B BOX 230","SOUTH CAIRO","NY","12482","GREENE","NYD002066330","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201350","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.266939 -73.941111"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110003579850","ROTO-FINISH CO., INC.","3700 MILHAM ROAD","KALAMAZOO","MI","49002","KALAMAZOO","MID005340088","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0502255","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.2292 -85.5443"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110003953133","MINKER/STOUT/ROMAINE CREEK","4037 W ROCK CREEK RD","IMPERIAL","MO","63052","JEFFERSON","MOD980741912","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0701345","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.44 -90.48"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110003996962","SONFORD PRODUCTS","3506 PAYNE DRIVE","FLOWOOD","MS","39232","RANKIN","MSD086556388","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0402405","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:32.29251 -90.14222"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110004239280","ZSCHIEGNER REFINING CO","1442 MAXIM SOUTHARD RD","HOWELL","NJ","07731","MONMOUTH","NJD986643153","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203757","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.145833 -74.2"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110004726351","NORTH SANITARY LANDFILL","200 VALLEY CREST DRIVE","DAYTON","OH","45404","MONTGOMERY","OHD980611875","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504693","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:39.78611 -84.1525"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007330094","BFI SANITARY LANDFILL","894 MISSING LINK RD (ROUTE 5)","ROCKINGHAM","VT","05101","WINDHAM","VTD980520092","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101475","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.226389 -72.439719"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007486924","MATHIS BROTHERS LANDFILL (SOUTH MARBLE TOP ROAD)","S MARBLE TOP RD","KENSINGTON","GA","30728","WALKER","GAD980838619","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401732","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:34.797781 -85.377781"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007566909","WAYNE WASTE OIL","DANIEL DR","COLUMBIA CITY","IN","46725","WHITLEY","IND048989479","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0501439","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.1525 -85.476111"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007702272","UNIVERSAL OIL PRODUCTS (CHEMICAL DIVISION)","EAST STATE ROUTE 17","EAST RUTHERFORD","NJ","07073","BERGEN","NJD002005106","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0200101","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.83 -74.088889"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007797072","KIMBERTON","KIMBERTON RD 150 YDE OF POST","KIMBERTON","PA","19442","CHESTER","PAD980691703","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301432","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.12695 -75.575"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007875353","FIKE CHEMICALS INC","WEST 19TH STREET","NITRO","WV","25143","KANAWHA","WVD047989207","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0302940","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:38.426669 -81.8425"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110007990987","F M C CORPORATION","DUBLIN ROAD","MEDINA","NY","14103","ORLEANS","NYD000511857","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0201207","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.2172 -78.4417"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110008116001","INDUSTRIAL EXCESS LANDFILL","4 MILE SOUTH INTERSECTION 619 AND CLEVELAND AVENUE","UNIONTOWN","OH","44685","STARK","OHD000377911","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504014","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.968331 -81.404169"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110000366657","35TH AVE SITE","3500 35TH AVE N","BIRMINGHAM","AL","35207","JEFFERSON","ALN000410750","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0410750","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.557464 -86.799671"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259505","SOMERSWORTH SANITARY LANDFILL","BLACKWATER RD","SOMERSWORTH","NH","03878","STRAFFORD","NHD980520225","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101128","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:43.2489 -70.8845"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259523","AUBURN ROAD LANDFILL","AUBURN RD","LONDONDERRY","NH","03053","ROCKINGHAM","NHD980524086","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101137","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:42.9302 -71.3529"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009259809","PINE STREET CANAL","PINE ST","BURLINGTON","VT","05401","CHITTENDEN","VTD980523062","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0101479","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:44.466669 -73.218061"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009264349","ALABAMA ARMY AMMUNITION PLANT.","STATE HIGH WAY 235","CHILDERSBURG","AL","35044","TALLADEGA","AL6210020008","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400449","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:33.3381 -86.3268"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009270831","CAPTAIN JACK MILL","T1N R73 W, SE 1/4 SEC. 12","WARD","CO","80481","BOULDER","COD981551427","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0800892","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:40.061319 -105.507611"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009272349","LAUREL PARK LANDFILL","HUNTERS MTN RD","NAUGATUCK","CT","06770","NEW HAVEN","CTD980521165","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0100232","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:41.476939 -73.071661"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009275382","PICKETTVILLE ROAD LANDFILL","5150 PICKETTVILLE RD","JACKSONVILLE","FL","32254","DUVAL","FLD980556351","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400859","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.368611 -81.738889"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009275444","SAPP BATTERY SALVAGE","COUNTY RD C-280","COTTONDALE","FL","32431","JACKSON","FLD980602882","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400902","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:30.728331 -85.3925"
"https://ofmpub.epa.gov/enviro/fii_query_detail.disp_program_facility?p_registry_id=110009275480","WINGATE ROAD MUNICIPAL INCINERATOR DUMP","1300 N. W. 34TH AVENUE","FORT LAUDERDALE","FL","33311","BROWARD","FLD981021470","","","https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401078","","","https://ofmpub.epa.gov/apex/cimcf?p=CIMC:MAP:::::P71_GEOSEARCH:26.1444 -80.1847"
